[1] 2.600000e+03 5.973218e-01 1.575242e-01 2.151344e-02 2.013744e-03 1.544819e-04
[1] 2.700000e+03 6.266200e-01 1.727751e-01 2.426305e-02 2.305590e-03 1.782515e-04
[1] 2.800000e+03 6.545197e-01 1.885086e-01 2.721548e-02 2.625292e-03 2.045516e-04
[1] 2.900000e+03 6.809821e-01 2.046757e-01 3.037311e-02 2.974122e-03 2.335362e-04
[1] 3.000000e+03 7.059887e-01 2.212269e-01 3.373773e-02 3.353328e-03 2.653613e-04
[1] 3.100000e+03 7.295380e-01 2.381130e-01 3.731057e-02 3.764135e-03 3.001851e-04
[1] 3.200000e+03 7.516433e-01 2.552851e-01 4.109228e-02 4.207743e-03 3.381672e-04
[1] 3.300000e+03 7.723306e-01 2.726955e-01 4.508297e-02 4.685321e-03 3.794689e-04
[1] 3.400000e+03 7.916357e-01 2.902972e-01 4.928223e-02 5.198013e-03 4.242528e-04
[1] 3.500000e+03 8.096029e-01 3.080447e-01 5.368915e-02 5.746929e-03 4.726827e-04
[1] 3.600000e+03 8.262826e-01 3.258943e-01 5.830236e-02 6.333148e-03 5.249236e-04
[1] 3.700000e+03 8.417303e-01 3.438036e-01 6.312000e-02 6.957714e-03 5.811412e-04
[1] 3.800000e+03 8.560047e-01 3.617326e-01 6.813981e-02 7.621638e-03 6.415019e-04
[1] 3.900000e+03 8.691668e-01 3.796428e-01 7.335913e-02 8.325895e-03 7.061730e-04
[1] 4.000000e+03 8.812788e-01 3.974981e-01 7.877488e-02 9.071423e-03 7.753221e-04
[1] 4.100000e+03 8.924028e-01 4.152644e-01 8.438368e-02 9.859124e-03 8.491170e-04
[1] 4.200000e+03 9.026009e-01 4.329099e-01 9.018176e-02 1.068986e-02 9.277259e-04
[1] 4.300000e+03 9.119338e-01 4.504048e-01 9.616508e-02 1.156446e-02 1.011317e-03
[1] 4.400000e+03 9.204608e-01 4.677216e-01 1.023293e-01 1.248371e-02 1.100058e-03
[1] 4.500000e+03 9.282390e-01 4.848349e-01 1.086698e-01 1.344835e-02 1.194118e-03
