[1] 5.400000e+03 9.999914e-01 9.857196e-01 6.984556e-01 2.080407e-01 2.939835e-02
[1] 5.500000e+03 9.999935e-01 9.874239e-01 7.120735e-01 2.172289e-01 3.116732e-02
[1] 5.600000e+03 9.999952e-01 9.889319e-01 7.252334e-01 2.265283e-01 3.299867e-02
[1] 5.700000e+03 9.999964e-01 9.902651e-01 7.379375e-01 2.359306e-01 3.489267e-02
[1] 5.800000e+03 9.999973e-01 9.914426e-01 7.501896e-01 2.454274e-01 3.684956e-02
[1] 5.900000e+03 9.999980e-01 9.924820e-01 7.619944e-01 2.550103e-01 3.886953e-02
[1] 6.000000e+03 9.999985e-01 9.933987e-01 7.733580e-01 2.646710e-01 4.095271e-02
[1] 6.100000e+03 9.999989e-01 9.942067e-01 7.842871e-01 2.744014e-01 4.309919e-02
[1] 6.200000e+03 9.999991e-01 9.949183e-01 7.947894e-01 2.841934e-01 4.530901e-02
[1] 6.300000e+03 9.999994e-01 9.955447e-01 8.048732e-01 2.940391e-01 4.758215e-02
[1] 6.400000e+03 9.999995e-01 9.960957e-01 8.145475e-01 3.039304e-01 4.991857e-02
[1] 6.500000e+03 9.999996e-01 9.965801e-01 8.238218e-01 3.138599e-01 5.231815e-02
[1] 6.600000e+03 9.999997e-01 9.970057e-01 8.327060e-01 3.238199e-01 5.478077e-02
[1] 6.700000e+03 9.999998e-01 9.973795e-01 8.412104e-01 3.338030e-01 5.730621e-02
[1] 6.800000e+03 9.999999e-01 9.977075e-01 8.493456e-01 3.438020e-01 5.989427e-02
[1] 6.900000e+03 9.999999e-01 9.979953e-01 8.571224e-01 3.538099e-01 6.254466e-02
[1] 7.000000e+03 9.999999e-01 9.982476e-01 8.645517e-01 3.638198e-01 6.525707e-02
[1] 7.100000e+03 9.999999e-01 9.984687e-01 8.716446e-01 3.738251e-01 6.803115e-02
[1] 7.200000e+03 1.0 9.986624e-01 8.784122e-01 3.838193e-01 7.086651e-02
[1] 7.300000e+03 1.0 9.988320e-01 8.848655e-01 3.937960e-01 7.376271e-02
[1] 7400.0000000    1.0    0.9989804    0.8910156    0.4037494    0.0767193
[1] 7.500000e+03 1.0 9.991103e-01 8.968735e-01 4.136734e-01 7.973578e-02
[1] 7.600000e+03 1.0 9.992239e-01 9.024501e-01 4.235624e-01 8.281162e-02
[1] 7.700000e+03 1.0 9.993231e-01 9.077561e-01 4.334111e-01 8.594624e-02
[1] 7.800000e+03 1.0 9.994099e-01 9.128020e-01 4.432142e-01 8.913905e-02
[1] 7.900000e+03 1.0 9.994857e-01 9.175983e-01 4.529666e-01 9.238943e-02
[1] 8.000000e+03 1.0 9.995518e-01 9.221550e-01 4.626636e-01 9.569672e-02
[1] 8.100000e+03 1.0 9.996096e-01 9.264822e-01 4.723005e-01 9.906022e-02
[1] 8200.0000000    1.0    0.9996600    0.9305895    0.4818731    0.1024792
[1] 8300.0000000    1.0    0.9997040    0.9344864    0.4913771    0.1059530
[1] 8400.0000000    1.0    0.9997424    0.9381821    0.5008086    0.1094808
[1] 8500.0000000    1.0    0.9997758    0.9416855    0.5101637    0.1130619
[1] 8600.0000000    1.0    0.9998049    0.9450053    0.5194390    0.1166953
[1] 8700.0000000    1.0    0.9998303    0.9481498    0.5286311    0.1203803
[1] 8800.0000000    1.0    0.9998525    0.9511272    0.5377369    0.1241161
[1] 8900.0000000    1.0    0.9998717    0.9539453    0.5467533    0.1279017
[1] 9000.0000000    1.0    0.9998885    0.9566117    0.5556775    0.1317363
[1] 9100.0000000    1.0    0.9999031    0.9591335    0.5645071    0.1356190
[1] 9200.0000000    1.0    0.9999158    0.9615180    0.5732395    0.1395488
[1] 9300.0000000    1.0    0.9999269    0.9637716    0.5818726    0.1435249
[1] 9400.0000000    1.0    0.9999365    0.9659011    0.5904043    0.1475462
[1] 9500.0000000    1.0    0.9999448    0.9679124    0.5988326    0.1516118
[1] 9600.0000000    1.0    0.9999521    0.9698117    0.6071559    0.1557207
[1] 9700.0000000    1.0    0.9999584    0.9716046    0.6153726    0.1598719
[1] 9800.0000000    1.0    0.9999639    0.9732965    0.6234813    0.1640645
[1] 9900.0000000    1.0    0.9999687    0.9748928    0.6314806    0.1682975
[1] 1.000000e+04 1.0 9.999728e-01 9.763983e-01 6.393695e-01 1.725697e-01
